CustomerID,frequency,item_cnt,recency,monetary,user_average,unique_products,avg_revisit_days,purchase_intervals_count,min_revisit_days,max_revisit_days,stddev_revisit_days,revisit_pattern,cancel_frequency,cancel_rate,total_cancelled_quantity,total_cancelled_amount,cancel_behavior_type,R_score,F_score,M_score,RFM_code,customer_segment,product_diversity_index,avg_quantity_per_product,predicted_next_purchase_date,revisit_status,risk_level,customer_value_tier
13672,2,57,5262,186.4,93.2,4,31,1,31,31,,계절 고객,9,60,57,186.39,고빈도 취소,1,2,1,121,일반 고객,2,14.3,3/14/2011,재방문 지연,고위험 고객,저가치 고객
17312,3,372,5099,644.3,214.8,11,10.5,2,4,17,9.2,월간 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,3.67,33.8,8/3/2011,재방문 지연,안전 고객,중가치 고객
13546,3,357,4973,621.1,207,72,94,2,41,147,75,비정기 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,24,5,2/29/2012,재방문 지연,안전 고객,중가치 고객
18081,3,195,4997,343.5,114.5,14,48.5,2,21,76,38.9,계절 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,4.67,13.9,12/21/2011,재방문 지연,안전 고객,중가치 고객
12541,3,675,4990,841.2,280.4,45,125.5,2,107,144,26.2,비정기 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,15,15,3/14/2012,재방문 지연,안전 고객,중가치 고객
17126,5,779,5113,986.9,197.4,186,105,2,63,147,59.4,비정기 고객,2,0.8,2,12.9,저빈도 취소,1,3,3,133,일반 고객,37.2,4.2,10/23/2011,재방문 지연,안전 고객,중가치 고객
16279,3,1046,4982,1502.8,500.9,102,77.5,2,66,89,16.3,계절 고객,2,1.85,2,12.9,저빈도 취소,1,2,4,124,고가치 휴면 고객,34,10.3,2/3/2012,재방문 지연,안전 고객,중가치 고객
17375,3,367,5160,400.1,133.4,63,81,2,49,113,45.3,계절 고객,2,2.82,6,27.6,저빈도 취소,1,2,2,122,일반 고객,21,5.8,8/13/2011,재방문 지연,안전 고객,중가치 고객
17816,4,30,4997,36.6,9.2,16,109.7,3,29,204,88.3,비정기 고객,0,0,0,0,취소 없음,1,2,1,121,일반 고객,4,1.9,2/21/2012,재방문 지연,안전 고객,중가치 고객
13681,4,360,4978,827.8,206.9,37,46,3,9,87,39.2,계절 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,9.25,9.7,1/7/2012,재방문 지연,안전 고객,중가치 고객
17006,4,271,4965,766.8,191.7,36,23.7,3,13,44,17.6,월간 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,9,7.5,12/29/2011,재방문 지연,안전 고객,중가치 고객
14554,4,1440,4971,2264.6,566.1,146,14,3,6,29,13,월간 고객,0,0,0,0,취소 없음,1,2,5,125,고가치 휴면 고객,36.5,9.9,12/13/2011,재방문 지연,안전 고객,중가치 고객
12937,4,1007,4976,1504.3,376.1,81,84,3,56,126,37,계절 고객,0,0,0,0,취소 없음,1,2,4,124,고가치 휴면 고객,20.25,12.4,2/16/2012,재방문 지연,안전 고객,중가치 고객
16955,4,266,5145,518.7,129.7,18,63,3,5,152,78.2,계절 고객,1,3.85,20,25,저빈도 취소,1,2,3,123,일반 고객,4.5,14.8,8/10/2011,재방문 지연,안전 고객,중가치 고객
17062,4,406,5274,528.3,132.1,51,18.7,3,4,45,22.9,월간 고객,1,1.45,2,3.9,저빈도 취소,1,2,3,123,일반 고객,12.75,8,2/18/2011,재방문 지연,안전 고객,중가치 고객
17527,4,488,5014,939.4,234.8,45,55,3,27,109,46.8,계절 고객,2,4.08,25,50.51,저빈도 취소,1,2,3,123,일반 고객,11.25,10.8,12/11/2011,재방문 지연,안전 고객,중가치 고객
16735,5,1520,5039,2216.8,443.4,86,85.3,3,20,141,61.1,계절 고객,3,2.56,19,31.35,중빈도 취소,1,3,5,135,일반 고객,17.2,17.7,12/16/2011,재방문 지연,안전 고객,고가치 고객
14146,5,2437,4969,4191,838.2,183,116.3,3,73,173,51.3,비정기 고객,35,14.29,551,1241.43,고빈도 취소,1,3,5,135,일반 고객,36.6,13.3,3/26/2012,재방문 지연,저위험 고객,고가치 고객
15605,5,441,4997,1198.2,239.6,61,84.3,4,37,163,56,계절 고객,0,0,0,0,취소 없음,1,3,4,134,일반 고객,12.2,7.2,1/26/2012,재방문 지연,안전 고객,고가치 고객
14684,5,820,4986,1200.3,240.1,230,84.3,4,15,147,66,계절 고객,0,0,0,0,취소 없음,1,3,4,134,일반 고객,46,3.6,2/6/2012,재방문 지연,안전 고객,고가치 고객
18161,5,808,4976,1598.9,319.8,48,76,4,49,112,26.5,계절 고객,1,1.25,2,5.9,저빈도 취소,1,3,4,134,일반 고객,9.6,16.8,2/8/2012,재방문 지연,안전 고객,고가치 고객
16809,5,652,4984,914.7,182.9,79,59.8,4,38,75,17.2,계절 고객,1,0.67,1,1.95,저빈도 취소,1,3,3,133,일반 고객,15.8,8.3,1/15/2012,재방문 지연,안전 고객,중가치 고객
18171,5,481,5019,1231.3,246.3,43,68.8,4,41,95,22.7,계절 고객,2,3.57,4,22.8,저빈도 취소,1,3,4,134,일반 고객,8.6,11.2,12/20/2011,재방문 지연,안전 고객,고가치 고객
13941,5,2364,4982,5113,1022.6,24,87.8,4,68,126,26.1,계절 고객,2,4.26,57,200.55,저빈도 취소,1,3,5,135,일반 고객,4.8,98.5,2/14/2012,재방문 지연,안전 고객,고가치 고객
16628,5,1205,4990,2188,437.6,79,51.3,4,16,83,33.7,계절 고객,2,1.68,3,5.01,저빈도 취소,1,3,5,135,일반 고객,15.8,15.3,12/31/2011,재방문 지연,안전 고객,고가치 고객
14511,5,784,4972,1314.8,263,53,30.5,4,22,41,8.1,계절 고객,3,4.23,12,47.4,중빈도 취소,1,3,4,134,일반 고객,10.6,14.8,12/28/2011,재방문 지연,안전 고객,고가치 고객
17193,7,1254,4996,1699.3,242.8,17,35.3,4,10,90,37.3,계절 고객,3,8.57,16,24.84,중빈도 취소,1,3,4,134,일반 고객,2.43,73.8,12/9/2011,재방문 지연,저위험 고객,고가치 고객
15809,5,253,4997,497,99.4,30,66.5,4,20,148,56.1,계절 고객,8,19.05,50,116.56,고빈도 취소,1,3,2,132,일반 고객,6,8.4,1/8/2012,재방문 지연,중위험 고객,중가치 고객
16059,6,638,5026,1438.3,239.7,125,60.4,5,6,92,37,계절 고객,0,0,0,0,취소 없음,1,3,4,134,일반 고객,20.83,5.1,12/4/2011,재방문 지연,안전 고객,고가치 고객
18272,6,1902,4963,3002.6,500.4,96,48.8,5,21,75,22.4,계절 고객,4,2.41,6,13.8,중빈도 취소,1,3,5,135,일반 고객,16,19.8,1/25/2012,재방문 지연,안전 고객,고가치 고객
13209,8,4205,4991,5830.7,728.8,251,66.2,5,15,99,38.7,계절 고객,8,2.46,21,71.45,고빈도 취소,1,3,5,135,일반 고객,31.38,16.8,1/14/2012,재방문 지연,안전 고객,고가치 고객
13953,7,2724,4968,3515.7,502.2,8,57.5,6,45,78,13.1,계절 고객,0,0,0,0,취소 없음,1,3,5,135,일반 고객,1.14,340.5,1/28/2012,재방문 지연,안전 고객,중가치 고객
14730,8,1078,4962,1897.6,237.2,317,45.8,6,20,71,20.9,계절 고객,0,0,0,0,취소 없음,1,3,4,134,일반 고객,39.63,3.4,1/23/2012,재방문 지연,안전 고객,고가치 고객
16719,7,1160,4975,1737.2,248.2,104,59,6,30,87,19.8,계절 고객,2,1.03,2,16.5,저빈도 취소,1,3,4,134,일반 고객,14.86,11.2,1/23/2012,재방문 지연,안전 고객,고가치 고객
16942,9,793,4973,1874.4,208.3,157,30.7,7,8,103,32.6,계절 고객,2,0.72,4,26.48,저빈도 취소,1,3,4,134,일반 고객,17.44,5.1,12/28/2011,재방문 지연,안전 고객,고가치 고객
13588,9,2606,4976,2478.9,275.4,131,30,8,2,119,37.3,월간 고객,5,2.79,32,29.42,중빈도 취소,1,3,5,135,일반 고객,14.56,19.9,12/24/2011,재방문 지연,안전 고객,고가치 고객
16775,11,439,4971,1691.5,153.8,84,35.7,10,2,86,23.9,계절 고객,0,0,0,0,취소 없음,1,4,4,144,휴면 우수 고객,7.64,5.2,1/4/2012,재방문 지연,안전 고객,고가치 고객
14709,13,2484,4976,4921,378.5,71,31.2,11,15,61,14.3,계절 고객,1,0.51,2,9.9,저빈도 취소,1,4,5,145,휴면 우수 고객,5.46,35,12/25/2011,재방문 지연,안전 고객,최고가치 고객
17659,12,1523,4978,2983,248.6,126,32.3,11,7,99,27.7,계절 고객,3,1.88,39,44.71,중빈도 취소,1,4,5,145,휴면 우수 고객,10.5,12.1,12/24/2011,재방문 지연,안전 고객,최고가치 고객
14092,14,2024,4968,3969.8,283.6,115,31.9,11,6,53,12.9,계절 고객,3,1.42,5,13.81,중빈도 취소,1,4,5,145,휴면 우수 고객,8.21,17.6,1/3/2012,재방문 지연,안전 고객,최고가치 고객
14282,15,2656,4964,3701.4,246.8,70,26,14,2,101,26.9,월간 고객,0,0,0,0,취소 없음,1,4,5,145,휴면 우수 고객,4.67,37.9,1/1/2012,재방문 지연,안전 고객,최고가치 고객
18172,20,3184,4975,7561.7,378.1,100,21.2,13,3,63,17.6,월간 고객,8,4.06,14,71.51,고빈도 취소,1,5,5,155,휴면 우수 고객,5,31.8,12/16/2011,재방문 지연,안전 고객,최고가치 고객
12921,37,9526,4970,16587.1,448.3,233,16.5,22,1,47,13.9,월간 고객,21,2.83,72,197.35,고빈도 취소,1,5,5,155,휴면 우수 고객,6.3,40.9,12/16/2011,재방문 지연,안전 고객,최고가치 고객
15488,1,72,5053,76.3,76.3,1,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,1,72,,예측 불가,안전 고객,저가치 고객
16563,1,486,5014,1077.7,1077.7,19,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,4,114,고가치 휴면 고객,19,25.6,,예측 불가,안전 고객,중가치 고객
13551,1,12,5280,91.8,91.8,4,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,4,3,,예측 불가,안전 고객,저가치 고객
15723,1,73,5325,190.7,190.7,37,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,37,2,,예측 불가,안전 고객,중가치 고객
16680,1,94,5004,183.7,183.7,10,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,10,9.4,,예측 불가,안전 고객,중가치 고객
13095,1,144,5031,74.4,74.4,6,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,6,24,,예측 불가,안전 고객,중가치 고객
14847,1,120,5109,309.4,309.4,13,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,13,9.2,,예측 불가,안전 고객,중가치 고객
13682,1,10,5148,59.5,59.5,3,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,3,3.3,,예측 불가,안전 고객,저가치 고객
16594,1,64,5036,181.1,181.1,53,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,53,1.2,,예측 불가,안전 고객,중가치 고객
15820,1,128,5280,207,207,17,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,17,7.5,,예측 불가,안전 고객,중가치 고객
12641,1,65,5076,130.6,130.6,8,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,8,8.1,,예측 불가,안전 고객,중가치 고객
15925,1,93,5155,207.2,207.2,12,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,12,7.8,,예측 불가,안전 고객,중가치 고객
16965,1,243,5187,192.1,192.1,25,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,25,9.7,,예측 불가,안전 고객,중가치 고객
16903,1,244,4990,344.2,344.2,47,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,47,5.2,,예측 불가,안전 고객,중가치 고객
13441,1,204,5052,296.6,296.6,13,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,13,15.7,,예측 불가,안전 고객,중가치 고객
17070,1,131,5075,304.2,304.2,62,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,62,2.1,,예측 불가,안전 고객,중가치 고객
17040,1,181,5098,449.7,449.7,15,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,15,12.1,,예측 불가,안전 고객,중가치 고객
15004,1,620,5108,1208.5,1208.5,152,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,4,114,고가치 휴면 고객,152,4.1,,예측 불가,안전 고객,중가치 고객
17948,1,144,5108,358.6,358.6,1,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,1,144,,예측 불가,안전 고객,저가치 고객
13990,1,142,5174,292.6,292.6,15,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,15,9.5,,예측 불가,안전 고객,중가치 고객
15659,1,111,5004,306.4,306.4,11,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,2,112,일반 고객,11,10.1,,예측 불가,안전 고객,중가치 고객
12445,1,60,4983,77.4,77.4,3,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,3,20,,예측 불가,안전 고객,저가치 고객
13721,1,316,4997,524.1,524.1,28,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,3,113,일반 고객,28,11.3,,예측 불가,안전 고객,중가치 고객
14349,1,86,4971,133.5,133.5,31,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,31,2.8,,예측 불가,안전 고객,중가치 고객
18032,1,42,5295,73.5,73.5,5,,0,,,,일회성 고객,0,0,0,0,취소 없음,1,1,1,111,일반 고객,5,8.4,,예측 불가,안전 고객,중가치 고객
13121,1,252,5230,283.7,283.7,50,,0,,,,일회성 고객,3,5.66,25,29,중빈도 취소,1,1,2,112,일반 고객,50,5,,예측 불가,저위험 고객,중가치 고객
13343,1,134,5138,303.4,303.4,18,,0,,,,일회성 고객,3,14.29,9,49.5,중빈도 취소,1,1,2,112,일반 고객,18,7.4,,예측 불가,저위험 고객,중가치 고객
13601,2,538,5006,667.8,333.9,89,166,1,166,166,,비정기 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,44.5,6,4/8/2012,재방문 지연,안전 고객,중가치 고객
16352,2,300,4978,494.4,247.2,28,20,1,20,20,,월간 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,14,10.7,12/12/2011,재방문 지연,안전 고객,중가치 고객
17163,2,66,4982,293.1,146.6,3,57,1,57,57,,계절 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,1.5,22,1/14/2012,재방문 지연,안전 고객,저가치 고객
16414,2,27,4982,126.3,63.1,5,259,1,259,259,,비정기 고객,0,0,0,0,취소 없음,1,2,1,121,일반 고객,2.5,5.4,8/3/2012,재방문 지연,안전 고객,중가치 고객
18080,2,642,4979,1231.5,615.8,2,224,1,224,224,,비정기 고객,0,0,0,0,취소 없음,1,2,4,124,고가치 휴면 고객,1,321,7/2/2012,재방문 지연,안전 고객,중가치 고객
15852,2,48,5147,160.7,80.3,22,11,1,11,11,,월간 고객,0,0,0,0,취소 없음,1,2,1,121,일반 고객,11,2.2,6/17/2011,재방문 지연,안전 고객,중가치 고객
13918,2,1140,5010,1212.8,606.4,30,204,1,204,204,,비정기 고객,0,0,0,0,취소 없음,1,2,4,124,고가치 휴면 고객,15,38,5/12/2012,재방문 지연,안전 고객,중가치 고객
16624,2,488,5041,810.6,405.3,44,117,1,117,117,,비정기 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,22,11.1,1/15/2012,재방문 지연,안전 고객,중가치 고객
17081,2,76,4986,279,139.5,54,21,1,21,21,,월간 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,27,1.4,12/5/2011,재방문 지연,안전 고객,중가치 고객
17624,2,554,4975,843.5,421.8,49,204,1,204,204,,비정기 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,24.5,11.3,6/16/2012,재방문 지연,안전 고객,중가치 고객
13917,2,228,5010,272,136,16,142,1,142,142,,비정기 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,8,14.3,3/11/2012,재방문 지연,안전 고객,중가치 고객
12653,2,919,5109,2209.8,1104.9,37,148,1,148,148,,비정기 고객,0,0,0,0,취소 없음,1,2,5,125,고가치 휴면 고객,18.5,24.8,12/9/2011,재방문 지연,안전 고객,중가치 고객
13726,2,1054,4999,1079.7,539.9,39,62,1,62,62,,계절 고객,0,0,0,0,취소 없음,1,2,4,124,고가치 휴면 고객,19.5,27,1/2/2012,재방문 지연,안전 고객,중가치 고객
17362,2,155,5200,220.4,110.2,27,70,1,70,70,,계절 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,13.5,5.7,6/23/2011,재방문 지연,안전 고객,중가치 고객
13368,2,326,5217,573.4,286.7,28,81,1,81,81,,계절 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,14,11.6,6/17/2011,재방문 지연,안전 고객,중가치 고객
17298,2,387,5062,498.4,249.2,30,23,1,23,23,,월간 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,15,12.9,9/22/2011,재방문 지연,안전 고객,중가치 고객
12735,2,363,5276,689.6,344.8,37,22,1,22,22,,월간 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,18.5,9.8,2/19/2011,재방문 지연,안전 고객,중가치 고객
15060,4,255,4969,292.2,73,79,1,1,1,1,,주간 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,19.75,3.2,12/2/2011,재방문 지연,안전 고객,중가치 고객
14104,2,72,5115,216.2,108.1,21,11,1,11,11,,월간 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,10.5,3.4,7/19/2011,재방문 지연,안전 고객,중가치 고객
13933,2,205,5070,608.8,304.4,23,39,1,39,39,,계절 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,11.5,8.9,9/30/2011,재방문 지연,안전 고객,중가치 고객
17507,2,359,5222,605.6,302.8,79,48,1,48,48,,계절 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,39.5,4.5,5/10/2011,재방문 지연,안전 고객,중가치 고객
14544,2,1536,4985,2004.3,1002.1,97,337,1,337,337,,비정기 고객,0,0,0,0,취소 없음,1,2,5,125,고가치 휴면 고객,48.5,15.8,10/17/2012,재방문 지연,안전 고객,중가치 고객
14306,2,1075,5012,2093.3,1046.7,33,34,1,34,34,,계절 고객,2,5.71,2,9.9,저빈도 취소,1,2,5,125,고가치 휴면 고객,16.5,32.6,11/22/2011,재방문 지연,저위험 고객,중가치 고객
12895,2,210,5003,372.8,186.4,22,44,1,44,44,,계절 고객,2,8.33,6,25.5,저빈도 취소,1,2,2,122,일반 고객,11,9.5,12/11/2011,재방문 지연,저위험 고객,중가치 고객
14264,2,70,5115,334,167,15,91,1,91,91,,비정기 고객,2,10.53,4,14.5,중빈도 취소,1,2,2,122,일반 고객,7.5,4.7,10/7/2011,재방문 지연,저위험 고객,중가치 고객
15339,2,404,5027,543.5,271.8,75,252,1,252,252,,비정기 고객,2,2.33,2,16.5,저빈도 취소,1,2,3,123,일반 고객,37.5,5.4,6/12/2012,재방문 지연,안전 고객,중가치 고객
12940,2,404,5015,899.7,449.9,87,33,1,33,33,,계절 고객,4,4,5,37.25,중빈도 취소,1,2,3,123,일반 고객,43.5,4.6,11/18/2011,재방문 지연,안전 고객,중가치 고객
14442,2,482,5165,1589.8,794.9,58,112,1,112,112,,비정기 고객,5,7.35,7,45.2,중빈도 취소,1,2,4,124,고가치 휴면 고객,29,8.3,9/8/2011,재방문 지연,저위험 고객,중가치 고객
16298,3,198,4983,598.2,199.4,22,82,2,29,135,75,계절 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,7.33,9,2/7/2012,재방문 지연,안전 고객,중가치 고객
15704,4,1024,5101,2273.8,568.5,78,37.5,2,28,47,13.4,계절 고객,0,0,0,0,취소 없음,1,2,5,125,고가치 휴면 고객,19.5,13.1,8/28/2011,재방문 지연,안전 고객,중가치 고객
14828,3,2172,5157,2139.8,713.3,17,70,2,58,82,17,계절 고객,0,0,0,0,취소 없음,1,2,5,125,고가치 휴면 고객,5.67,127.8,8/5/2011,재방문 지연,안전 고객,중가치 고객
17703,3,590,4996,798.7,266.2,47,51.5,2,29,74,31.8,계절 고객,0,0,0,0,취소 없음,1,2,3,123,일반 고객,15.67,12.6,12/25/2011,재방문 지연,안전 고객,중가치 고객
17033,3,750,5047,1030.1,343.4,24,136.5,2,128,145,12,비정기 고객,0,0,0,0,취소 없음,1,2,4,124,고가치 휴면 고객,8,31.3,1/28/2012,재방문 지연,안전 고객,중가치 고객
14700,3,1314,4993,2195.1,731.7,80,103,2,49,157,76.4,비정기 고객,0,0,0,0,취소 없음,1,2,5,125,고가치 휴면 고객,26.67,16.4,2/18/2012,재방문 지연,안전 고객,중가치 고객
13308,3,843,4983,1385.5,461.8,49,90.5,2,30,151,85.6,비정기 고객,3,5.26,3,17.9,중빈도 취소,1,2,4,124,고가치 휴면 고객,16.33,17.2,2/15/2012,재방문 지연,저위험 고객,중가치 고객
14276,3,744,5059,1119.7,373.2,52,95.5,2,82,109,19.1,비정기 고객,11,14.67,21,100.35,고빈도 취소,1,2,4,124,고가치 휴면 고객,17.33,14.3,12/6/2011,재방문 지연,저위험 고객,중가치 고객
18093,4,1068,5054,1426.1,356.5,26,69.7,3,5,177,93.6,계절 고객,0,0,0,0,취소 없음,1,2,4,124,고가치 휴면 고객,6.5,41.1,11/16/2011,재방문 지연,안전 고객,중가치 고객
12348,4,2332,5036,1437.2,359.3,21,94.3,3,40,173,69.8,비정기 고객,0,0,0,0,취소 없음,1,2,4,124,고가치 휴면 고객,5.25,111,12/28/2011,재방문 지연,안전 고객,중가치 고객
13592,4,84,4996,248,62,15,76.3,3,8,170,83.9,계절 고객,0,0,0,0,취소 없음,1,2,2,122,일반 고객,3.75,5.6,1/19/2012,재방문 지연,안전 고객,중가치 고객
16295,4,841,4970,1328.6,332.1,70,18.3,3,6,34,14.3,월간 고객,0,0,0,0,취소 없음,1,2,4,124,고가치 휴면 고객,17.5,12,12/18/2011,재방문 지연,안전 고객,중가치 고객
17426,6,3094,4969,5037.3,839.6,179,91.3,3,83,107,13.6,비정기 고객,1,0.37,12,15,저빈도 취소,1,3,5,135,일반 고객,29.83,17.3,3/1/2012,재방문 지연,안전 고객,고가치 고객
12380,4,1110,4982,2427.8,607,76,54.7,3,22,107,45.8,계절 고객,1,0.99,1,4.25,저빈도 취소,1,2,5,125,고가치 휴면 고객,19,14.6,1/12/2012,재방문 지연,안전 고객,중가치 고객
13644,4,2067,4977,2624.3,656.1,144,29.7,3,28,32,2.1,월간 고객,2,1.35,7,26.74,저빈도 취소,1,2,5,125,고가치 휴면 고객,36,14.4,12/23/2011,재방문 지연,안전 고객,중가치 고객
16493,4,1164,5040,1351.6,337.9,40,83.3,3,44,112,35.2,계절 고객,6,9.68,51,21.97,고빈도 취소,1,2,4,124,고가치 휴면 고객,10,29.1,12/13/2011,재방문 지연,저위험 고객,중가치 고객
17554,5,1679,4962,1754.5,350.9,56,36.8,4,15,63,21,계절 고객,0,0,0,0,취소 없음,1,3,4,134,일반 고객,11.2,30,1/14/2012,재방문 지연,안전 고객,고가치 고객
14077,5,268,5001,499.4,99.9,33,58.5,4,38,104,30.7,계절 고객,0,0,0,0,취소 없음,1,3,2,132,일반 고객,6.6,8.1,12/27/2011,재방문 지연,안전 고객,중가치 고객
12407,5,1403,5010,1507.1,301.4,56,53.8,4,22,85,32.8,계절 고객,0,0,0,0,취소 없음,1,3,4,134,일반 고객,11.2,25.1,12/14/2011,재방문 지연,안전 고객,고가치 고객
12823,5,230,5035,1759.5,351.9,1,55.5,4,7,127,51.3,계절 고객,0,0,0,0,취소 없음,1,3,4,134,일반 고객,0.2,230,11/20/2011,재방문 지연,안전 고객,중가치 고객
13882,5,953,4963,1191.1,238.2,54,15.5,4,9,21,5.5,월간 고객,1,1.52,3,59.85,저빈도 취소,1,3,4,134,일반 고객,10.8,17.6,12/22/2011,재방문 지연,안전 고객,고가치 고객
17027,6,415,5039,872.6,145.4,109,59.8,4,1,104,51.1,계절 고객,2,1.34,6,41.7,저빈도 취소,1,3,3,133,일반 고객,18.17,3.8,11/21/2011,재방문 지연,안전 고객,중가치 고객
15622,9,1674,5004,3709.6,412.2,169,59.8,4,28,111,36.2,계절 고객,29,13.55,122,485.03,고빈도 취소,1,3,5,135,일반 고객,18.78,9.9,12/26/2011,재방문 지연,저위험 고객,고가치 고객
12828,6,494,4963,1018.7,169.8,46,25.6,5,5,58,21,월간 고객,0,0,0,0,취소 없음,1,3,4,134,일반 고객,7.67,10.7,1/2/2012,재방문 지연,안전 고객,고가치 고객
16655,6,2361,4978,3779.6,629.9,207,62.8,5,13,146,49.6,계절 고객,0,0,0,0,취소 없음,1,3,5,135,일반 고객,34.5,11.4,1/24/2012,재방문 지연,안전 고객,고가치 고객
16841,6,2214,4997,1813.1,302.2,98,50.2,5,15,101,36,계절 고객,1,0.88,16,95.2,저빈도 취소,1,3,4,134,일반 고객,16.33,22.6,12/23/2011,재방문 지연,안전 고객,고가치 고객
16790,6,898,4964,1545.6,257.6,88,6.8,5,1,13,5.4,주간 고객,2,2.11,6,25.5,저빈도 취소,1,3,4,134,일반 고객,14.67,10.2,12/13/2011,재방문 지연,안전 고객,고가치 고객
15660,9,1050,4986,1600.9,177.9,55,68,5,50,82,13.3,계절 고객,4,4.26,13,48.85,중빈도 취소,1,3,4,134,일반 고객,6.11,19.1,1/21/2012,재방문 지연,안전 고객,고가치 고객
13437,7,1279,4975,3388.3,484,142,29.3,6,7,68,22.6,월간 고객,0,0,0,0,취소 없음,1,3,5,135,일반 고객,20.29,9,12/24/2011,재방문 지연,안전 고객,고가치 고객
15379,7,2305,5130,3703.3,529,145,31.5,6,14,67,21.2,계절 고객,2,1.02,12,71.4,저빈도 취소,1,3,5,135,일반 고객,20.71,15.9,7/24/2011,재방문 지연,안전 고객,고가치 고객
14732,8,1393,4969,2692.5,336.6,104,47.3,7,22,63,14.9,계절 고객,2,1.35,3,16.15,저빈도 취소,1,3,5,135,일반 고객,13,13.4,1/17/2012,재방문 지연,안전 고객,고가치 고객
12584,9,361,4964,2095.6,232.8,40,34.6,8,9,95,28.5,계절 고객,27,23.89,57,419.45,고빈도 취소,1,3,5,135,일반 고객,4.44,9,1/10/2012,재방문 지연,중위험 고객,고가치 고객
16241,13,1441,4970,2583.4,198.7,345,32.7,11,7,92,22.1,계절 고객,0,0,0,0,취소 없음,1,4,5,145,휴면 우수 고객,26.54,4.2,1/2/2012,재방문 지연,안전 고객,최고가치 고객
12877,12,1171,4964,1520.9,126.7,98,32.3,11,5,54,15.3,계절 고객,0,0,0,0,취소 없음,1,4,4,144,휴면 우수 고객,8.17,11.9,1/7/2012,재방문 지연,안전 고객,고가치 고객
16923,19,3340,4973,7049.3,371,312,21.9,16,7,53,11.5,월간 고객,24,3.7,234,580.78,고빈도 취소,1,4,5,145,휴면 우수 고객,16.42,10.7,12/19/2011,재방문 지연,안전 고객,최고가치 고객
13319,26,4724,4966,10845.6,417.1,209,22.5,16,11,42,9.7,월간 고객,24,4.8,38,181.21,고빈도 취소,1,5,5,155,휴면 우수 고객,8.04,22.6,12/26/2011,재방문 지연,안전 고객,최고가치 고객
16210,17,7558,4962,21076.3,1239.8,73,24.8,15,3,97,30.1,월간 고객,0,0,0,0,취소 없음,1,4,5,145,휴면 우수 고객,4.29,103.5,1/2/2012,재방문 지연,안전 고객,최고가치 고객
